Age,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,mental_health_consequence,coworkers,supervisor,obs_consequence,Gender_Cleaned,benefits_n,care_n,wellness_n,help_n,anon_n,leave_n,support_score,state_full,remote_n,tech_n,self_n,size_n,consequence_n
40,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,No,No,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Ohio,1,1,0,6,2
21,No,No,Yes,Often,6-25,No,No,Maybe,No,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Kentucky,0,0,0,2,1
32,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Maybe,Yes,Yes,No,Male,0.0,0.0,0.0,0.0,0.5,0.5,1.0,North Carolina,1,1,0,1,1
29,No,Yes,Yes,Rarely,500-1000,Yes,No,Maybe,Some of them,No,No,Female,1.0,1.0,1.0,0.5,1.0,0.5,5.0,New York,1,0,0,5,1
23,No,Yes,Yes,Sometimes,26-100,Yes,No,Maybe,Some of them,Some of them,No,Male,0.5,0.0,0.0,0.5,1.0,0.75,2.75,Alabama,1,0,0,3,1
28,No,Yes,No,Don't know,100-500,No,Yes,No,Some of them,Yes,Yes,Male,1.0,0.0,0.0,0.5,1.0,0.75,3.25,Georgia,0,1,0,4,0
31,No,Yes,Yes,Rarely,100-500,Yes,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,0.5,1.0,1.0,5.5,California,1,1,0,4,0
24,No,No,No,Sometimes,6-25,No,Yes,No,Yes,Yes,No,Male,0.5,0.0,0.5,0.5,0.5,0.5,2.5,Virginia,0,1,0,2,0
42,No,No,No,Never,6-25,Yes,Yes,No,Some of them,Yes,No,Male,0.0,1.0,0.0,1.0,0.5,0.75,3.25,Washington,1,1,0,2,0
27,No,No,Yes,Rarely,6-25,No,Yes,Maybe,Yes,No,No,Female,1.0,0.0,0.0,0.0,1.0,0.5,2.5,Texas,0,1,0,2,1
30,No,No,Yes,Sometimes,100-500,Yes,Yes,No,Yes,Yes,No,Male,1.0,1.0,0.0,1.0,1.0,0.5,4.5,Florida,1,1,0,4,0
32,No,No,No,Don't know,6-25,No,Yes,No,Some of them,Yes,No,Male,0.0,1.0,0.0,0.5,0.5,1.0,3.0,Nevada,0,1,0,2,0
41,No,No,Yes,Sometimes,26-100,Yes,Yes,No,Yes,Yes,No,Male,1.0,1.0,0.5,0.0,0.5,1.0,4.0,Alabama,1,1,0,3,0
37,No,Yes,Yes,Often,26-100,No,Yes,Maybe,Some of them,Some of them,No,Female,1.0,1.0,0.0,0.0,1.0,0.5,3.5,California,0,1,0,3,1
32,No,No,No,Never,6-25,Yes,Yes,No,Yes,Yes,No,Male,0.0,0.0,0.0,0.0,0.5,1.0,1.5,Colorado,1,1,0,2,0
23,No,Yes,Yes,Never,100-500,No,No,No,Some of them,Yes,No,Female,1.0,0.0,0.5,0.5,1.0,0.5,3.5,Minnesota,0,0,0,4,0
30,No,No,No,Don't know,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,New Jersey,0,1,0,6,0
38,No,No,Yes,Rarely,26-100,Yes,Yes,Yes,No,No,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,Pennsylvania,1,1,0,3,2
34,No,No,No,Don't know,26-100,No,No,Maybe,Some of them,No,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,Missouri,0,0,0,3,1
28,No,No,Yes,Rarely,100-500,No,No,Maybe,Some of them,Some of them,No,Male,1.0,1.0,1.0,0.5,0.5,1.0,5.0,Minnesota,0,0,0,4,1
23,No,Yes,No,Sometimes,100-500,No,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Pennsylvania,0,1,0,4,1
18,No,No,Yes,Sometimes,6-25,No,Yes,Yes,No,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Texas,0,1,0,2,2
35,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,Some of them,No,Male,1.0,1.0,0.0,0.0,1.0,0.25,3.25,New York,0,1,0,3,2
26,No,Yes,Yes,Rarely,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Female,1.0,0.5,0.5,0.5,0.5,0.5,3.5,Washington,0,1,0,6,1
18,No,No,No,Never,26-100,No,Yes,No,Some of them,Some of them,No,Male,0.5,0.5,0.5,0.5,0.5,1.0,3.5,Washington,0,1,0,3,0
38,No,No,Yes,Sometimes,1-5,No,Yes,No,Some of them,No,Yes,Female,0.0,1.0,0.0,0.0,0.5,0.5,2.0,Texas,0,1,0,1,0
26,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Maybe,Some of them,No,No,Female,1.0,1.0,1.0,0.5,0.5,0.75,4.75,Texas,1,1,0,6,1
35,No,No,No,Never,More than 1000,No,Yes,Yes,Some of them,Some of them,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,California,0,1,0,6,2
45,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.5,0.5,1.0,0.5,4.5,New York,0,1,0,6,1
32,No,No,No,Never,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,0.0,0.0,0.5,0.5,0.5,2.5,California,0,1,0,6,1
24,No,No,No,Don't know,500-1000,No,Yes,Maybe,Some of them,No,No,Female,0.5,0.5,0.0,0.5,0.5,0.5,2.5,California,0,1,0,5,1
30,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,Yes,No,Female,1.0,1.0,1.0,0.5,0.5,1.0,5.0,South Carolina,0,1,0,3,0
60,No,No,No,Don't know,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,0.0,0.5,1.0,0.5,0.5,3.5,California,0,1,0,6,0
33,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Male,1.0,0.0,1.0,1.0,0.5,0.5,4.0,California,0,1,0,6,2
37,No,No,No,Never,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,0.5,0.5,5.0,New York,0,1,0,6,0
23,No,No,Yes,Sometimes,More than 1000,No,Yes,No,Some of them,Some of them,No,Female,1.0,1.0,1.0,1.0,0.5,0.5,5.0,New York,0,1,0,6,0
31,No,No,Yes,Sometimes,More than 1000,No,Yes,No,Yes,Yes,No,Female,1.0,0.5,0.5,0.5,1.0,0.75,4.25,California,0,1,0,6,0
26,No,No,No,Rarely,100-500,No,Yes,No,Some of them,Yes,No,Male,1.0,0.5,0.0,0.5,0.5,0.5,3.0,Massachusetts,0,1,0,4,0
28,No,Yes,Yes,Often,100-500,Yes,No,Yes,Some of them,Yes,No,Female,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Washington,1,0,0,4,2
37,No,No,Yes,Rarely,More than 1000,No,Yes,No,Some of them,Yes,No,Female,1.0,1.0,0.5,1.0,0.5,0.75,4.75,California,0,1,0,6,0
30,No,Yes,Yes,Rarely,26-100,No,Yes,Maybe,Some of them,Yes,No,Other,1.0,0.5,0.0,0.0,0.5,0.75,2.75,Illinois,0,1,0,3,1
26,No,No,No,Don't know,26-100,No,Yes,No,Some of them,Some of them,Yes,Male,0.0,0.0,0.0,0.0,0.5,0.5,1.0,Indiana,0,1,0,3,0
25,No,No,No,Don't know,26-100,Yes,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Oregon,1,1,0,3,0
27,No,No,No,Sometimes,100-500,No,Yes,Maybe,Some of them,Yes,No,Male,1.0,0.5,1.0,1.0,0.5,0.5,4.5,Tennessee,0,1,0,4,1
35,No,No,Yes,Rarely,100-500,No,Yes,No,Some of them,Yes,No,Male,1.0,0.5,0.5,1.0,0.5,0.5,4.0,Oregon,0,1,0,4,0
36,Yes,No,Yes,Never,1-5,No,Yes,Maybe,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,0.5,0.75,2.25,Washington,0,1,1,1,1
26,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Male,1.0,0.5,0.0,0.5,0.5,0.5,3.0,California,0,1,0,6,2
27,No,Yes,No,Don't know,More than 1000,No,Yes,No,Yes,Yes,No,Male,0.5,0.0,0.5,0.5,0.5,1.0,3.0,California,0,1,0,6,0
30,No,No,No,Don't know,6-25,No,No,Maybe,Some of them,Some of them,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Vermont,0,0,0,2,1
29,No,No,No,Don't know,100-500,No,No,Maybe,No,No,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,New York,0,0,0,4,1
25,No,No,No,Never,More than 1000,No,No,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Utah,0,0,0,6,0
22,No,Yes,Yes,Often,More than 1000,No,Yes,Maybe,No,Some of them,Yes,Female,1.0,1.0,1.0,1.0,1.0,0.75,5.75,New York,0,1,0,6,1
41,No,Yes,Yes,Rarely,100-500,Yes,Yes,No,Some of them,Yes,No,Male,1.0,1.0,0.5,1.0,1.0,0.75,5.25,South Dakota,1,1,0,4,0
29,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Some of them,Some of them,No,Male,1.0,0.0,0.0,0.5,0.5,0.5,2.5,California,0,1,0,6,2
32,No,No,No,Never,500-1000,No,Yes,No,Some of them,Yes,No,Male,1.0,0.5,0.5,1.0,1.0,0.75,4.75,Oregon,0,1,0,5,0
24,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,No,No,Female,1.0,1.0,0.0,1.0,1.0,0.5,4.5,California,0,1,0,6,1
25,No,No,Yes,Rarely,6-25,No,Yes,Maybe,No,No,No,Male,1.0,0.0,0.5,0.0,0.5,0.5,2.5,California,0,1,0,2,1
25,No,No,No,Don't know,More than 1000,No,Yes,Maybe,No,No,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,California,0,1,0,6,1
30,No,No,No,Never,More than 1000,No,Yes,Maybe,No,Some of them,No,Female,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Colorado,0,1,0,6,1
25,No,Yes,Yes,Sometimes,More than 1000,No,Yes,No,Yes,Yes,No,Male,0.5,0.5,0.5,1.0,0.5,0.5,3.5,California,0,1,0,6,0
30,Yes,No,No,Never,1-5,Yes,Yes,Maybe,Some of them,Some of them,No,Male,0.0,1.0,0.0,0.0,0.5,0.5,2.0,Ohio,1,1,1,1,1
24,No,No,No,Don't know,26-100,No,Yes,No,Some of them,Some of them,No,Male,1.0,0.5,1.0,1.0,1.0,1.0,5.5,Washington,0,1,0,3,0
31,No,No,No,Don't know,100-500,No,No,Maybe,No,No,No,Male,0.5,0.0,0.0,0.0,1.0,0.75,2.25,Ohio,0,0,0,4,1
46,No,No,No,Never,26-100,No,Yes,No,Some of them,Some of them,No,Male,1.0,0.5,1.0,0.5,0.5,1.0,4.5,Washington,0,1,0,3,0
29,Yes,No,No,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Female,1.0,0.5,0.5,0.0,0.5,1.0,3.5,California,0,1,1,6,1
24,No,No,No,Don't know,More than 1000,No,Yes,Yes,No,No,No,Male,1.0,1.0,0.5,0.5,1.0,0.5,4.5,Massachusetts,0,1,0,6,2
29,No,No,No,Don't know,26-100,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Washington,0,1,0,3,0
35,No,No,No,Don't know,26-100,No,No,No,Yes,Yes,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Michigan,0,0,0,3,0
33,No,Yes,No,Sometimes,26-100,Yes,Yes,Yes,Some of them,Some of them,No,Female,0.0,1.0,0.0,0.0,0.5,0.0,1.5,Washington,1,1,0,3,2
27,No,No,No,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Male,0.5,0.5,0.5,0.5,0.5,1.0,3.5,California,0,1,0,6,2
36,No,No,No,Don't know,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Iowa,0,1,0,6,1
25,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Some of them,Yes,No,Female,1.0,1.0,0.0,0.0,1.0,0.5,3.5,Washington,0,1,0,3,0
23,No,Yes,Yes,Sometimes,100-500,No,No,No,Yes,Yes,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,Alabama,0,0,0,4,0
54,No,Yes,Yes,Never,More than 1000,No,Yes,No,No,Yes,No,Male,0.5,0.0,1.0,1.0,0.5,0.5,3.5,California,0,1,0,6,0
22,No,No,No,Sometimes,More than 1000,No,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,0.5,0.5,0.5,0.5,2.5,California,0,1,0,6,1
25,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Other,1.0,1.0,0.5,0.5,0.5,0.5,4.0,California,0,1,0,6,1
27,No,No,Yes,Sometimes,More than 1000,No,Yes,No,No,No,No,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Massachusetts,0,1,0,6,0
26,No,Yes,Yes,Often,More than 1000,No,Yes,Maybe,Some of them,No,No,Male,1.0,0.5,0.5,1.0,0.5,0.5,4.0,California,0,1,0,6,1
31,No,No,Yes,Sometimes,500-1000,No,No,No,Some of them,No,No,Male,0.0,1.0,0.0,0.5,1.0,0.5,3.0,California,0,0,0,5,0
33,No,Yes,Yes,Sometimes,26-100,No,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.5,0.0,0.0,0.5,0.5,2.0,Indiana,0,1,0,3,1
34,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Maybe,No,No,No,Male,1.0,1.0,0.5,1.0,1.0,0.5,5.0,Washington,0,1,0,6,1
34,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Some of them,Some of them,No,Male,0.0,0.0,0.0,0.0,0.5,0.75,1.25,Washington,1,1,0,4,2
29,Yes,No,No,Don't know,1-5,Yes,Yes,No,Yes,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,1.0,3.0,Indiana,1,1,1,1,0
33,No,No,No,Don't know,6-25,No,Yes,Maybe,Some of them,Some of them,No,Female,0.0,0.0,0.0,0.0,0.5,0.25,0.75,Washington,0,1,0,2,1
26,Yes,Yes,Yes,Rarely,100-500,Yes,No,Maybe,Some of them,Yes,No,Male,0.0,0.0,0.0,0.5,0.0,0.5,1.0,Oklahoma,1,0,1,4,1
32,No,Yes,Yes,Rarely,More than 1000,No,No,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Michigan,0,0,0,6,0
329,No,No,Yes,Often,6-25,Yes,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,0.0,0.5,0.5,3.0,Ohio,1,1,0,2,1
28,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Maybe,No,No,No,Male,0.5,0.5,0.0,0.5,0.5,0.25,2.25,Georgia,0,1,0,6,1
35,No,Yes,No,Don't know,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,0.0,1.0,1.0,1.0,1.0,5.0,California,0,1,0,6,0
21,No,Yes,Yes,Rarely,100-500,No,Yes,No,Yes,Yes,No,Male,1.0,0.0,0.0,0.5,1.0,0.5,3.0,Indiana,0,1,0,4,0
22,No,No,No,Don't know,More than 1000,No,Yes,No,No,Some of them,No,Female,1.0,0.0,1.0,1.0,1.0,0.75,4.75,Washington,0,1,0,6,0
41,No,Yes,Yes,Often,More than 1000,No,Yes,Maybe,Yes,Some of them,Yes,Male,1.0,0.0,1.0,1.0,0.5,0.25,3.75,Washington,0,1,0,6,1
55,No,Yes,Yes,Rarely,More than 1000,No,Yes,No,Yes,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Pennsylvania,0,1,0,6,0
32,No,No,Yes,Sometimes,26-100,No,Yes,Maybe,Some of them,Yes,No,Female,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Washington,0,1,0,3,1
21,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,Some of them,No,No,Female,0.5,0.5,0.5,0.0,0.5,0.75,2.75,California,0,1,0,3,2
45,No,No,Yes,Never,26-100,Yes,Yes,Maybe,No,Some of them,No,Male,1.0,1.0,0.5,0.5,0.5,0.5,4.0,Massachusetts,1,1,0,3,1
27,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,No,No,No,Female,1.0,1.0,0.0,0.0,1.0,0.5,3.5,Washington,0,1,0,6,2
25,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Maybe,Some of them,Yes,No,Female,0.5,0.0,0.0,0.0,0.5,0.5,1.5,Washington,1,1,0,3,1
34,No,Yes,Yes,Rarely,More than 1000,No,No,Maybe,Some of them,Some of them,No,Female,1.0,1.0,1.0,1.0,1.0,0.0,5.0,New York,0,0,0,6,1
26,No,Yes,Yes,Never,More than 1000,No,Yes,Maybe,No,No,No,Female,1.0,1.0,0.0,1.0,1.0,0.5,4.5,California,0,1,0,6,1
27,No,No,Yes,Rarely,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,0.0,1.0,1.0,1.0,0.5,4.5,California,0,1,0,6,0
31,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,Yes,Yes,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,Indiana,1,1,0,3,0
26,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Some of them,No,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,Nevada,0,1,0,2,2
27,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Maybe,No,Yes,No,Female,1.0,1.0,0.0,0.5,0.5,0.5,3.5,Colorado,1,1,0,6,1
29,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Some of them,No,No,Other,1.0,1.0,0.0,0.0,0.5,0.0,2.5,California,1,1,1,1,2
25,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Some of them,No,No,Female,0.5,0.5,0.0,0.0,0.5,0.25,1.75,California,0,1,0,2,2
40,No,Yes,Yes,Rarely,More than 1000,No,No,Maybe,No,No,No,Female,1.0,0.0,0.5,0.5,0.5,0.75,3.25,Pennsylvania,0,0,0,6,1
31,No,No,No,Never,More than 1000,No,Yes,Yes,Some of them,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.75,2.25,South Carolina,0,1,0,6,2
24,No,Yes,No,Don't know,500-1000,No,No,Yes,No,No,Yes,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Texas,0,0,0,5,2
29,No,No,No,Never,More than 1000,No,No,Maybe,Some of them,Some of them,No,Male,1.0,0.5,0.0,0.5,0.5,0.5,3.0,Texas,0,0,0,6,1
32,No,No,No,Never,100-500,No,Yes,Maybe,No,Some of them,No,Female,0.5,0.5,0.0,0.0,0.5,0.5,2.0,Alabama,0,1,0,4,1
26,No,Yes,Yes,Often,6-25,No,Yes,Maybe,Some of them,Yes,No,Male,1.0,1.0,0.0,0.0,0.5,0.25,2.75,Oregon,0,1,0,2,1
28,No,Yes,Yes,Sometimes,26-100,No,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,0.0,0.5,0.5,3.0,New Jersey,0,1,0,3,1
23,No,No,No,Don't know,More than 1000,No,Yes,No,Some of them,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,California,0,1,0,6,0
35,No,Yes,Yes,Sometimes,100-500,No,Yes,Maybe,Some of them,Some of them,Yes,Male,1.0,1.0,0.0,0.0,0.5,0.0,2.5,California,0,1,0,4,1
26,No,Yes,No,Don't know,6-25,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,0.0,1.0,1.0,1.0,5.0,California,0,1,0,2,0
33,No,Yes,Yes,Never,26-100,Yes,Yes,Yes,Yes,Some of them,No,Male,1.0,1.0,1.0,1.0,0.5,0.5,5.0,New Hampshire,1,1,0,3,2
33,No,No,No,Don't know,More than 1000,Yes,Yes,Yes,Some of them,No,No,Male,0.5,0.0,0.5,0.5,0.5,0.5,2.5,California,1,1,0,6,2
33,No,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,No,No,No,Male,1.0,1.0,0.0,0.0,0.5,0.75,3.25,Ohio,1,1,0,6,2
31,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,No,No,No,Female,0.5,0.5,0.0,0.5,0.5,0.0,2.0,Ohio,0,0,0,6,2
21,No,Yes,No,Never,More than 1000,No,Yes,No,Some of them,Some of them,Yes,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Massachusetts,0,1,0,6,0
26,No,No,Yes,Sometimes,100-500,Yes,Yes,No,Some of them,Some of them,No,Female,0.5,0.5,0.5,0.5,0.5,0.25,2.75,Oklahoma,1,1,0,4,0
30,No,Yes,No,Often,6-25,No,Yes,Maybe,Some of them,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,0.75,2.25,California,0,1,0,2,1
55,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,No,No,Yes,Male,0.0,1.0,0.0,0.5,0.5,0.5,2.5,Idaho,1,1,0,1,2
28,No,No,Yes,Rarely,More than 1000,No,No,Maybe,No,No,No,Female,1.0,1.0,0.0,0.5,0.5,0.5,3.5,New York,0,0,0,6,1
21,No,No,No,Sometimes,6-25,No,No,No,Some of them,Some of them,No,Male,0.5,0.5,0.0,1.0,1.0,0.5,3.5,California,0,0,0,2,0
24,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Some of them,Some of them,Yes,Male,0.0,1.0,0.0,0.0,0.5,0.25,1.75,Texas,0,1,0,4,2
26,No,No,No,Don't know,More than 1000,No,No,Maybe,Some of them,No,No,Female,1.0,0.5,1.0,0.5,0.5,0.5,4.0,Maryland,0,0,0,6,1
23,No,No,No,Don't know,More than 1000,No,No,No,Yes,No,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,Indiana,0,0,0,6,0
24,No,No,No,Don't know,More than 1000,No,Yes,No,Some of them,Some of them,No,Female,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Oregon,0,1,0,6,0
24,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,No,Some of them,No,Female,0.0,0.0,0.0,0.0,0.5,1.0,1.5,New York,0,1,0,2,2
33,Yes,No,Yes,Often,1-5,Yes,Yes,Yes,Some of them,Some of them,No,Male,0.0,0.0,0.0,0.0,1.0,0.75,1.75,Mississippi,1,1,1,1,2
34,No,No,No,Sometimes,26-100,No,Yes,Maybe,Yes,Yes,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,New Jersey,0,1,0,3,1
27,No,No,Yes,Sometimes,26-100,No,Yes,Maybe,Some of them,Some of them,No,Female,0.5,0.5,0.0,0.0,0.5,0.25,1.75,California,0,1,0,3,1
28,No,No,No,Never,6-25,No,Yes,No,Some of them,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Tennessee,0,1,0,2,0
26,No,No,No,Don't know,More than 1000,No,Yes,No,Some of them,Yes,Yes,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Washington,0,1,0,6,0
23,No,No,Yes,Sometimes,26-100,No,Yes,Maybe,Some of them,No,No,Female,1.0,1.0,0.0,0.5,0.5,0.5,3.5,Massachusetts,0,1,0,3,1
29,No,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Pennsylvania,1,1,0,1,0
36,No,No,No,Rarely,More than 1000,Yes,Yes,Maybe,No,No,No,Male,1.0,0.0,1.0,0.5,0.5,0.75,3.75,Kentucky,1,1,0,6,1
41,No,No,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Yes,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Pennsylvania,0,1,0,6,1
33,No,No,No,Don't know,100-500,Yes,Yes,No,Some of them,Yes,No,Female,1.0,0.0,0.5,0.0,0.5,0.5,2.5,Massachusetts,1,1,0,4,0
39,No,Yes,No,Often,More than 1000,No,Yes,Yes,Some of them,Some of them,Yes,Male,1.0,0.0,0.0,0.5,0.5,0.5,2.5,California,0,1,0,6,2
34,No,Yes,No,Don't know,More than 1000,No,Yes,Maybe,Some of them,Some of them,Yes,Male,1.0,0.5,0.5,0.5,0.5,0.5,3.5,Vermont,0,1,0,6,1
26,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Some of them,Some of them,Yes,Female,1.0,1.0,0.0,0.0,0.5,0.25,2.75,California,0,1,0,4,2
24,No,No,Yes,Rarely,26-100,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,0.0,0.5,0.5,4.0,Arizona,0,1,0,3,0
